0,15.000000,10.000000,-8.660254
1,15.000000,0.000000,8.660254
2,15.000000,-10.000000,-8.660254
3,-15.000000,10.000000,-8.660254
4,-15.000000,-10.000000,-8.660254
5,-15.000000,0.000000,8.660254
6,-15.000000,10.000000,-8.660254
7,15.000000,10.000000,-8.660254
8,15.000000,-10.000000,-8.660254
9,-15.000000,10.000000,-8.660254
10,15.000000,-10.000000,-8.660254
11,-15.000000,-10.000000,-8.660254
12,-15.000000,10.000000,-8.660254
13,15.000000,0.000000,8.660254
14,15.000000,10.000000,-8.660254
15,-15.000000,10.000000,-8.660254
16,-15.000000,0.000000,8.660254
17,15.000000,0.000000,8.660254
18,-15.000000,-10.000000,-8.660254
19,15.000000,-10.000000,-8.660254
20,-15.000000,0.000000,8.660254
21,-15.000000,0.000000,8.660254
22,15.000000,-10.000000,-8.660254
23,15.000000,0.000000,8.660254

